State,Coordinates
Uttar Pradesh,"{'Latitude': 26.046, 'Longitude': 82.4257}"
Uttar Pradesh,"{'Latitude': 24.8628, 'Longitude': 82.2086}"
Uttar Pradesh,"{'Latitude': 25.3186, 'Longitude': 82.9871}"
Uttar Pradesh,"{'Latitude': 26.7548, 'Longitude': 83.3705}"
Uttar Pradesh,"{'Latitude': 23.8024, 'Longitude': 83.567}"
Uttar Pradesh,"{'Latitude': 26.5595, 'Longitude': 82.3855}"
Uttar Pradesh,"{'Latitude': 26.6608, 'Longitude': 83.8243}"
Uttar Pradesh,"{'Latitude': 26.6403, 'Longitude': 82.337}"
Uttar Pradesh,"{'Latitude': 26.7412, 'Longitude': 83.4189}"
Uttar Pradesh,"{'Latitude': 25.3993, 'Longitude': 82.9699}"
Uttar Pradesh,"{'Latitude': 27.1036, 'Longitude': 83.2743}"
Uttar Pradesh,"{'Latitude': 26.1193, 'Longitude': 83.8488}"
Uttar Pradesh,"{'Latitude': 25.562, 'Longitude': 84.4557}"
Uttar Pradesh,"{'Latitude': 26.5952, 'Longitude': 82.8699}"
Uttar Pradesh,"{'Latitude': 26.7588, 'Longitude': 83.361}"
Uttar Pradesh,"{'Latitude': 25.4025, 'Longitude': 82.9657}"
Uttar Pradesh,"{'Latitude': 26.7637, 'Longitude': 82.5867}"
Uttar Pradesh,"{'Latitude': 25.1, 'Longitude': 83.3401}"
Uttar Pradesh,"{'Latitude': 26.9293, 'Longitude': 83.9137}"
Uttar Pradesh,"{'Latitude': 24.1819, 'Longitude': 82.7831}"
Uttar Pradesh,"{'Latitude': 24.1591, 'Longitude': 83.8035}"
Uttar Pradesh,"{'Latitude': 25.844, 'Longitude': 82.3117}"
Uttar Pradesh,"{'Latitude': 26.0356, 'Longitude': 83.2865}"
Uttar Pradesh,"{'Latitude': 26.8656, 'Longitude': 82.767}"
Uttar Pradesh,"{'Latitude': 26.0355, 'Longitude': 83.3688}"
Uttar Pradesh,"{'Latitude': 25.9475, 'Longitude': 83.5606}"
Uttar Pradesh,"{'Latitude': 25.6155, 'Longitude': 82.9081}"
Uttar Pradesh,"{'Latitude': 26.155, 'Longitude': 83.3306}"
Uttar Pradesh,"{'Latitude': 25.3325, 'Longitude': 82.4661}"
Uttar Pradesh,"{'Latitude': 26.8006, 'Longitude': 84.5054}"
Uttar Pradesh,"{'Latitude': 26.9303, 'Longitude': 83.2969}"
Uttar Pradesh,"{'Latitude': 24.1966, 'Longitude': 83.9888}"
Uttar Pradesh,"{'Latitude': 26.2241, 'Longitude': 84.3627}"
Uttar Pradesh,"{'Latitude': 24.0788, 'Longitude': 82.6063}"
Uttar Pradesh,"{'Latitude': 26.4558, 'Longitude': 83.2534}"
Uttar Pradesh,"{'Latitude': 26.7486, 'Longitude': 83.4068}"
Uttar Pradesh,"{'Latitude': 25.6299, 'Longitude': 83.7562}"
Uttar Pradesh,"{'Latitude': 26.6682, 'Longitude': 83.3715}"
Uttar Pradesh,"{'Latitude': 25.3848, 'Longitude': 82.9881}"
Uttar Pradesh,"{'Latitude': 25.3344, 'Longitude': 82.4681}"
Uttar Pradesh,"{'Latitude': 24.7186, 'Longitude': 83.3203}"
Uttar Pradesh,"{'Latitude': 27.4406, 'Longitude': 83.0772}"
Uttar Pradesh,"{'Latitude': 26.1337, 'Longitude': 83.7053}"
Uttar Pradesh,"{'Latitude': 26.1704, 'Longitude': 84.6626}"
Uttar Pradesh,"{'Latitude': 25.5828, 'Longitude': 83.5841}"
Uttar Pradesh,"{'Latitude': 25.6973, 'Longitude': 82.7359}"
Uttar Pradesh,"{'Latitude': 26.1979, 'Longitude': 83.9989}"
Uttar Pradesh,"{'Latitude': 27.1812, 'Longitude': 83.8497}"
Uttar Pradesh,"{'Latitude': 26.2263, 'Longitude': 83.6826}"
Uttar Pradesh,"{'Latitude': 25.734, 'Longitude': 82.125}"
Uttar Pradesh,"{'Latitude': 25.0198, 'Longitude': 83.0334}"
Uttar Pradesh,"{'Latitude': 26.0822, 'Longitude': 83.9324}"
Uttar Pradesh,"{'Latitude': 26.0688, 'Longitude': 83.184}"
Uttar Pradesh,"{'Latitude': 26.0544, 'Longitude': 83.1867}"
Uttar Pradesh,"{'Latitude': 25.1631, 'Longitude': 83.6265}"
Uttar Pradesh,"{'Latitude': 25.6146, 'Longitude': 83.7348}"
Uttar Pradesh,"{'Latitude': 25.316, 'Longitude': 82.3517}"
Uttar Pradesh,"{'Latitude': 25.1587, 'Longitude': 82.9562}"
Uttar Pradesh,"{'Latitude': 24.3589, 'Longitude': 83.5846}"
Uttar Pradesh,"{'Latitude': 25.4649, 'Longitude': 84.4517}"
Uttar Pradesh,"{'Latitude': 25.6717, 'Longitude': 82.1828}"
Uttar Pradesh,"{'Latitude': 25.9834, 'Longitude': 82.5764}"
Uttar Pradesh,"{'Latitude': 26.4771, 'Longitude': 83.8016}"
Uttar Pradesh,"{'Latitude': 26.46, 'Longitude': 82.4926}"
Uttar Pradesh,"{'Latitude': 26.1192, 'Longitude': 83.5439}"
Uttar Pradesh,"{'Latitude': 26.1693, 'Longitude': 83.3381}"
Uttar Pradesh,"{'Latitude': 25.8585, 'Longitude': 82.8906}"
Uttar Pradesh,"{'Latitude': 25.7489, 'Longitude': 82.9861}"
Uttar Pradesh,"{'Latitude': 24.6691, 'Longitude': 83.1486}"
Uttar Pradesh,"{'Latitude': 25.5225, 'Longitude': 82.8104}"
Uttar Pradesh,"{'Latitude': 25.2438, 'Longitude': 84.0647}"
Uttar Pradesh,"{'Latitude': 25.412, 'Longitude': 83.5603}"
Uttar Pradesh,"{'Latitude': 25.7579, 'Longitude': 84.1481}"
Uttar Pradesh,"{'Latitude': 24.7768, 'Longitude': 82.0903}"
Uttar Pradesh,"{'Latitude': 25.056, 'Longitude': 83.2223}"
Uttar Pradesh,"{'Latitude': 25.2815, 'Longitude': 82.5635}"
Uttar Pradesh,"{'Latitude': 25.3948, 'Longitude': 83.22}"
Uttar Pradesh,"{'Latitude': 25.3621, 'Longitude': 82.9749}"
Uttar Pradesh,"{'Latitude': 25.3752, 'Longitude': 82.6396}"
Uttar Pradesh,"{'Latitude': 25.3153, 'Longitude': 82.9638}"
Uttar Pradesh,"{'Latitude': 27.2108, 'Longitude': 82.4187}"
Uttar Pradesh,"{'Latitude': 26.9274, 'Longitude': 83.2966}"
Uttar Pradesh,"{'Latitude': 25.2067, 'Longitude': 82.1684}"
Uttar Pradesh,"{'Latitude': 26.4995, 'Longitude': 83.777}"
Uttar Pradesh,"{'Latitude': 25.1432, 'Longitude': 82.1059}"
Uttar Pradesh,"{'Latitude': 25.3635, 'Longitude': 82.1123}"
Uttar Pradesh,"{'Latitude': 27.5715, 'Longitude': 81.0569}"
Uttar Pradesh,"{'Latitude': 27.5655, 'Longitude': 81.6524}"
Uttar Pradesh,"{'Latitude': 26.7697, 'Longitude': 81.8561}"
Uttar Pradesh,"{'Latitude': 26.3479, 'Longitude': 81.9828}"
Uttar Pradesh,"{'Latitude': 27.7074, 'Longitude': 81.9334}"
Uttar Pradesh,"{'Latitude': 25.5907, 'Longitude': 79.5652}"
Uttar Pradesh,"{'Latitude': 27.5635, 'Longitude': 82.2156}"
Uttar Pradesh,"{'Latitude': 25.6981, 'Longitude': 80.0943}"
Uttar Pradesh,"{'Latitude': 25.9417, 'Longitude': 80.602}"
Uttar Pradesh,"{'Latitude': 27.1727, 'Longitude': 80.8591}"
Uttar Pradesh,"{'Latitude': 26.4746, 'Longitude': 80.295}"
Uttar Pradesh,"{'Latitude': 25.4745, 'Longitude': 80.3348}"
Uttar Pradesh,"{'Latitude': 28.1707, 'Longitude': 80.9907}"
Uttar Pradesh,"{'Latitude': 26.8531, 'Longitude': 80.9489}"
Uttar Pradesh,"{'Latitude': 25.8856, 'Longitude': 80.7167}"
Uttar Pradesh,"{'Latitude': 27.2577, 'Longitude': 82.054}"
Uttar Pradesh,"{'Latitude': 25.3761, 'Longitude': 80.8294}"
Uttar Pradesh,"{'Latitude': 26.7823, 'Longitude': 82.152}"
Uttar Pradesh,"{'Latitude': 28.0136, 'Longitude': 81.5979}"
Uttar Pradesh,"{'Latitude': 26.8439, 'Longitude': 80.8508}"
Uttar Pradesh,"{'Latitude': 25.4713, 'Longitude': 80.3367}"
Uttar Pradesh,"{'Latitude': 26.1494, 'Longitude': 81.8065}"
Uttar Pradesh,"{'Latitude': 25.3986, 'Longitude': 80.4247}"
Uttar Pradesh,"{'Latitude': 25.0956, 'Longitude': 80.535}"
Uttar Pradesh,"{'Latitude': 25.9635, 'Longitude': 81.3928}"
Uttar Pradesh,"{'Latitude': 27.0882, 'Longitude': 81.7129}"
Uttar Pradesh,"{'Latitude': 26.7711, 'Longitude': 81.109}"
Uttar Pradesh,"{'Latitude': 25.8017, 'Longitude': 81.3701}"
Uttar Pradesh,"{'Latitude': 27.5321, 'Longitude': 81.5367}"
Uttar Pradesh,"{'Latitude': 25.9076, 'Longitude': 81.2699}"
Uttar Pradesh,"{'Latitude': 27.9161, 'Longitude': 80.8763}"
Uttar Pradesh,"{'Latitude': 26.3405, 'Longitude': 81.7328}"
Uttar Pradesh,"{'Latitude': 27.5686, 'Longitude': 80.6771}"
Uttar Pradesh,"{'Latitude': 25.9731, 'Longitude': 80.9623}"
Uttar Pradesh,"{'Latitude': 25.9277, 'Longitude': 80.9165}"
Uttar Pradesh,"{'Latitude': 27.3438, 'Longitude': 80.2812}"
Uttar Pradesh,"{'Latitude': 25.3078, 'Longitude': 81.0212}"
Uttar Pradesh,"{'Latitude': 26.9305, 'Longitude': 81.1845}"
Uttar Pradesh,"{'Latitude': 24.7293, 'Longitude': 81.4079}"
Uttar Pradesh,"{'Latitude': 27.0, 'Longitude': 82.0}"
Uttar Pradesh,"{'Latitude': 25.0038, 'Longitude': 81.9151}"
Uttar Pradesh,"{'Latitude': 26.4224, 'Longitude': 80.303}"
Uttar Pradesh,"{'Latitude': 25.5142, 'Longitude': 80.9092}"
Uttar Pradesh,"{'Latitude': 25.5709, 'Longitude': 81.7399}"
Uttar Pradesh,"{'Latitude': 26.4611, 'Longitude': 81.6151}"
Uttar Pradesh,"{'Latitude': 27.1675, 'Longitude': 80.3497}"
Uttar Pradesh,"{'Latitude': 27.4683, 'Longitude': 82.094}"
Uttar Pradesh,"{'Latitude': 25.5319, 'Longitude': 81.3731}"
Uttar Pradesh,"{'Latitude': 25.9322, 'Longitude': 81.696}"
Uttar Pradesh,"{'Latitude': 26.4552, 'Longitude': 80.7632}"
Uttar Pradesh,"{'Latitude': 25.4976, 'Longitude': 80.2439}"
Uttar Pradesh,"{'Latitude': 27.8809, 'Longitude': 80.9561}"
Uttar Pradesh,"{'Latitude': 27.2106, 'Longitude': 81.2727}"
Uttar Pradesh,"{'Latitude': 25.9789, 'Longitude': 81.0562}"
Uttar Pradesh,"{'Latitude': 26.1042, 'Longitude': 80.3515}"
Uttar Pradesh,"{'Latitude': 26.6017, 'Longitude': 82.1332}"
Uttar Pradesh,"{'Latitude': 26.1474, 'Longitude': 80.7063}"
Uttar Pradesh,"{'Latitude': 25.8817, 'Longitude': 81.0022}"
Uttar Pradesh,"{'Latitude': 25.2425, 'Longitude': 80.6553}"
Uttar Pradesh,"{'Latitude': 26.7793, 'Longitude': 82.1488}"
Uttar Pradesh,"{'Latitude': 26.8572, 'Longitude': 80.9714}"
Uttar Pradesh,"{'Latitude': 26.8844, 'Longitude': 80.9439}"
Uttar Pradesh,"{'Latitude': 25.2382, 'Longitude': 79.8103}"
Uttar Pradesh,"{'Latitude': 25.7214, 'Longitude': 81.5126}"
Uttar Pradesh,"{'Latitude': 25.2157, 'Longitude': 79.251}"
Uttar Pradesh,"{'Latitude': 26.8714, 'Longitude': 80.4633}"
Uttar Pradesh,"{'Latitude': 25.9682, 'Longitude': 81.4694}"
Uttar Pradesh,"{'Latitude': 27.5622, 'Longitude': 81.2659}"
Uttar Pradesh,"{'Latitude': 25.2138, 'Longitude': 80.9449}"
Uttar Pradesh,"{'Latitude': 25.7631, 'Longitude': 81.0989}"
Uttar Pradesh,"{'Latitude': 23.907, 'Longitude': 80.8149}"
Uttar Pradesh,"{'Latitude': 26.3812, 'Longitude': 81.2758}"
Uttar Pradesh,"{'Latitude': 27.1037, 'Longitude': 80.8753}"
Uttar Pradesh,"{'Latitude': 26.9262, 'Longitude': 80.7128}"
Uttar Pradesh,"{'Latitude': 27.9363, 'Longitude': 80.7715}"
Uttar Pradesh,"{'Latitude': 27.4923, 'Longitude': 80.997}"
Uttar Pradesh,"{'Latitude': 27.1695, 'Longitude': 81.2077}"
Uttar Pradesh,"{'Latitude': 26.2825, 'Longitude': 80.8018}"
Uttar Pradesh,"{'Latitude': 25.0617, 'Longitude': 81.0999}"
Uttar Pradesh,"{'Latitude': 23.9034, 'Longitude': 80.8121}"
Uttar Pradesh,"{'Latitude': 26.3788, 'Longitude': 79.9538}"
Uttar Pradesh,"{'Latitude': 26.8487, 'Longitude': 80.9349}"
Uttar Pradesh,"{'Latitude': 26.8535, 'Longitude': 80.9468}"
Uttar Pradesh,"{'Latitude': 25.1833, 'Longitude': 79.2406}"
Uttar Pradesh,"{'Latitude': 27.9491, 'Longitude': 80.7838}"
Uttar Pradesh,"{'Latitude': 27.5783, 'Longitude': 81.5987}"
Uttar Pradesh,"{'Latitude': 26.9205, 'Longitude': 81.6148}"
Uttar Pradesh,"{'Latitude': 28.0319, 'Longitude': 81.3769}"
Uttar Pradesh,"{'Latitude': 27.6513, 'Longitude': 82.0664}"
Uttar Pradesh,"{'Latitude': 26.9598, 'Longitude': 80.1838}"
Uttar Pradesh,"{'Latitude': 28.0294, 'Longitude': 81.3825}"
Uttar Pradesh,"{'Latitude': 27.102, 'Longitude': 81.6229}"
Uttar Pradesh,"{'Latitude': 26.4392, 'Longitude': 82.0317}"
Uttar Pradesh,"{'Latitude': 24.8359, 'Longitude': 81.3645}"
Uttar Pradesh,"{'Latitude': 23.873, 'Longitude': 81.0071}"
Uttar Pradesh,"{'Latitude': 24.3423, 'Longitude': 81.466}"
Uttar Pradesh,"{'Latitude': 23.7735, 'Longitude': 81.125}"
Uttar Pradesh,"{'Latitude': 27.0591, 'Longitude': 80.6052}"
Uttar Pradesh,"{'Latitude': 26.99, 'Longitude': 80.92}"
Uttar Pradesh,"{'Latitude': 25.4578, 'Longitude': 81.8357}"
Uttar Pradesh,"{'Latitude': 26.0158, 'Longitude': 81.0014}"
Uttar Pradesh,"{'Latitude': 25.0637, 'Longitude': 79.4386}"
Uttar Pradesh,"{'Latitude': 25.8338, 'Longitude': 80.1491}"
Uttar Pradesh,"{'Latitude': 25.7796, 'Longitude': 80.7494}"
Uttar Pradesh,"{'Latitude': 25.283, 'Longitude': 80.5688}"
Uttar Pradesh,"{'Latitude': 25.2677, 'Longitude': 80.9413}"
Uttar Pradesh,"{'Latitude': 27.5009, 'Longitude': 80.9912}"
Uttar Pradesh,"{'Latitude': 25.9805, 'Longitude': 79.9911}"
Uttar Pradesh,"{'Latitude': 25.0234, 'Longitude': 79.2291}"
Uttar Pradesh,"{'Latitude': 26.0209, 'Longitude': 80.205}"
Uttar Pradesh,"{'Latitude': 27.0895, 'Longitude': 81.9687}"
Uttar Pradesh,"{'Latitude': 27.4038, 'Longitude': 81.7784}"
Uttar Pradesh,"{'Latitude': 27.4311, 'Longitude': 82.1839}"
Uttar Pradesh,"{'Latitude': 25.9091, 'Longitude': 81.9945}"
Uttar Pradesh,"{'Latitude': 27.7785, 'Longitude': 81.3755}"
Uttar Pradesh,"{'Latitude': 26.865, 'Longitude': 82.1371}"
Uttar Pradesh,"{'Latitude': 26.1931, 'Longitude': 80.932}"
Uttar Pradesh,"{'Latitude': 25.4434, 'Longitude': 81.8125}"
Uttar Pradesh,"{'Latitude': 26.9597, 'Longitude': 81.983}"
Uttar Pradesh,"{'Latitude': 25.2682, 'Longitude': 81.3726}"
Uttar Pradesh,"{'Latitude': 25.4516, 'Longitude': 81.8404}"
Uttar Pradesh,"{'Latitude': 25.3866, 'Longitude': 81.1488}"
Uttar Pradesh,"{'Latitude': 26.0227, 'Longitude': 81.4637}"
Uttar Pradesh,"{'Latitude': 28.1032, 'Longitude': 80.7935}"
Uttar Pradesh,"{'Latitude': 27.6363, 'Longitude': 80.9429}"
Uttar Pradesh,"{'Latitude': 26.4453, 'Longitude': 80.288}"
Uttar Pradesh,"{'Latitude': 25.1679, 'Longitude': 80.839}"
Uttar Pradesh,"{'Latitude': 27.7881, 'Longitude': 80.8344}"
Uttar Pradesh,"{'Latitude': 24.9218, 'Longitude': 79.5828}"
Uttar Pradesh,"{'Latitude': 27.8617, 'Longitude': 81.5051}"
Uttar Pradesh,"{'Latitude': 26.2437, 'Longitude': 81.2438}"
Uttar Pradesh,"{'Latitude': 26.5319, 'Longitude': 80.6029}"
Uttar Pradesh,"{'Latitude': 26.4887, 'Longitude': 80.322}"
Uttar Pradesh,"{'Latitude': 27.5665, 'Longitude': 80.6632}"
Uttar Pradesh,"{'Latitude': 26.4627, 'Longitude': 80.3495}"
Uttar Pradesh,"{'Latitude': 27.596, 'Longitude': 80.7992}"
Uttar Pradesh,"{'Latitude': 26.9121, 'Longitude': 81.1981}"
Uttar Pradesh,"{'Latitude': 26.6823, 'Longitude': 81.2631}"
Uttar Pradesh,"{'Latitude': 25.5456, 'Longitude': 80.6974}"
Uttar Pradesh,"{'Latitude': 27.2084, 'Longitude': 80.851}"
Uttar Pradesh,"{'Latitude': 27.1493, 'Longitude': 80.9257}"
Uttar Pradesh,"{'Latitude': 27.9245, 'Longitude': 80.7147}"
Uttar Pradesh,"{'Latitude': 26.3831, 'Longitude': 79.9493}"
Uttar Pradesh,"{'Latitude': 23.8437, 'Longitude': 80.3947}"
Uttar Pradesh,"{'Latitude': 27.3016, 'Longitude': 81.1273}"
Uttar Pradesh,"{'Latitude': 26.3732, 'Longitude': 81.8054}"
Uttar Pradesh,"{'Latitude': 26.555, 'Longitude': 80.4915}"
Uttar Pradesh,"{'Latitude': 27.2052, 'Longitude': 81.7919}"
Uttar Pradesh,"{'Latitude': 27.4206, 'Longitude': 81.5273}"
Uttar Pradesh,"{'Latitude': 26.1565, 'Longitude': 81.8091}"
Uttar Pradesh,"{'Latitude': 27.572, 'Longitude': 80.6705}"
Uttar Pradesh,"{'Latitude': 26.9593, 'Longitude': 82.1186}"
Uttar Pradesh,"{'Latitude': 27.2884, 'Longitude': 80.8344}"
Uttar Pradesh,"{'Latitude': 27.061, 'Longitude': 81.0424}"
Uttar Pradesh,"{'Latitude': 26.5583, 'Longitude': 80.2241}"
Uttar Pradesh,"{'Latitude': 26.1044, 'Longitude': 80.3718}"
Uttar Pradesh,"{'Latitude': 26.5691, 'Longitude': 79.8815}"
Uttar Pradesh,"{'Latitude': 25.9191, 'Longitude': 80.8084}"
Uttar Pradesh,"{'Latitude': 26.9308, 'Longitude': 80.9329}"
Uttar Pradesh,"{'Latitude': 27.4274, 'Longitude': 82.1721}"
Uttar Pradesh,"{'Latitude': 24.0575, 'Longitude': 80.6108}"
Uttar Pradesh,"{'Latitude': 26.6778, 'Longitude': 80.9831}"
Uttar Pradesh,"{'Latitude': 25.5442, 'Longitude': 80.7004}"
Uttar Pradesh,"{'Latitude': 27.701, 'Longitude': 81.9353}"
Uttar Pradesh,"{'Latitude': 25.3959, 'Longitude': 80.0042}"
Uttar Pradesh,"{'Latitude': 26.1216, 'Longitude': 79.7478}"
Uttar Pradesh,"{'Latitude': 26.1491, 'Longitude': 80.1657}"
Uttar Pradesh,"{'Latitude': 27.4712, 'Longitude': 80.5001}"
Uttar Pradesh,"{'Latitude': 26.5318, 'Longitude': 80.0613}"
Uttar Pradesh,"{'Latitude': 26.9251, 'Longitude': 81.1804}"
Uttar Pradesh,"{'Latitude': 25.2137, 'Longitude': 80.9088}"
Uttar Pradesh,"{'Latitude': 25.0202, 'Longitude': 79.7246}"
Uttar Pradesh,"{'Latitude': 25.8605, 'Longitude': 81.1338}"
Uttar Pradesh,"{'Latitude': 27.4644, 'Longitude': 82.1347}"
Uttar Pradesh,"{'Latitude': 25.5948, 'Longitude': 79.5235}"
Uttar Pradesh,"{'Latitude': 25.3906, 'Longitude': 81.8637}"
Uttar Pradesh,"{'Latitude': 26.8289, 'Longitude': 80.943}"
Uttar Pradesh,"{'Latitude': 26.0038, 'Longitude': 79.8181}"
Uttar Pradesh,"{'Latitude': 26.8862, 'Longitude': 80.9964}"
Uttar Pradesh,"{'Latitude': 27.9474, 'Longitude': 80.7843}"
Uttar Pradesh,"{'Latitude': 26.7674, 'Longitude': 81.7505}"
Uttar Pradesh,"{'Latitude': 25.7769, 'Longitude': 82.0527}"
Uttar Pradesh,"{'Latitude': 27.9477, 'Longitude': 80.7819}"
Uttar Pradesh,"{'Latitude': 27.6529, 'Longitude': 82.1453}"
Uttar Pradesh,"{'Latitude': 27.8422, 'Longitude': 81.2277}"
Uttar Pradesh,"{'Latitude': 25.8095, 'Longitude': 80.0354}"
Uttar Pradesh,"{'Latitude': 25.5936, 'Longitude': 79.5617}"
Uttar Pradesh,"{'Latitude': 25.4157, 'Longitude': 79.4111}"
Uttar Pradesh,"{'Latitude': 26.4199, 'Longitude': 80.3773}"
Uttar Pradesh,"{'Latitude': 25.6191, 'Longitude': 79.867}"
Uttar Pradesh,"{'Latitude': 26.5328, 'Longitude': 80.9143}"
Uttar Pradesh,"{'Latitude': 25.2478, 'Longitude': 81.2407}"
Uttar Pradesh,"{'Latitude': 26.1552, 'Longitude': 81.277}"
Uttar Pradesh,"{'Latitude': 24.5352, 'Longitude': 81.2953}"
Uttar Pradesh,"{'Latitude': 26.0561, 'Longitude': 80.3368}"
Uttar Pradesh,"{'Latitude': 26.8039, 'Longitude': 80.8966}"
Uttar Pradesh,"{'Latitude': 25.2991, 'Longitude': 81.0941}"
Uttar Pradesh,"{'Latitude': 26.1167, 'Longitude': 82.0398}"
Uttar Pradesh,"{'Latitude': 27.5301, 'Longitude': 81.9677}"
Uttar Pradesh,"{'Latitude': 27.6961, 'Longitude': 81.8762}"
Uttar Pradesh,"{'Latitude': 27.071, 'Longitude': 80.2428}"
Uttar Pradesh,"{'Latitude': 26.6212, 'Longitude': 81.3571}"
Uttar Pradesh,"{'Latitude': 26.8879, 'Longitude': 80.2138}"
Uttar Pradesh,"{'Latitude': 26.2209, 'Longitude': 81.2309}"
Uttar Pradesh,"{'Latitude': 24.4151, 'Longitude': 81.8767}"
Uttar Pradesh,"{'Latitude': 26.9151, 'Longitude': 81.1977}"
Uttar Pradesh,"{'Latitude': 26.4982, 'Longitude': 81.5872}"
Uttar Pradesh,"{'Latitude': 26.9935, 'Longitude': 81.3718}"
Uttar Pradesh,"{'Latitude': 26.4918, 'Longitude': 80.2857}"
Uttar Pradesh,"{'Latitude': 26.2037, 'Longitude': 81.6894}"
Uttar Pradesh,"{'Latitude': 26.4696, 'Longitude': 80.3586}"
Uttar Pradesh,"{'Latitude': 27.5472, 'Longitude': 81.7994}"
Uttar Pradesh,"{'Latitude': 26.9338, 'Longitude': 81.0268}"
Uttar Pradesh,"{'Latitude': 26.0453, 'Longitude': 81.3521}"
Uttar Pradesh,"{'Latitude': 27.2854, 'Longitude': 82.2552}"
Uttar Pradesh,"{'Latitude': 26.0496, 'Longitude': 81.2747}"
Uttar Pradesh,"{'Latitude': 25.6347, 'Longitude': 81.7546}"
Uttar Pradesh,"{'Latitude': 27.5653, 'Longitude': 82.0839}"
Uttar Pradesh,"{'Latitude': 25.2196, 'Longitude': 80.7227}"
Uttar Pradesh,"{'Latitude': 26.4558, 'Longitude': 81.6307}"
Uttar Pradesh,"{'Latitude': 25.9853, 'Longitude': 81.5595}"
Uttar Pradesh,"{'Latitude': 26.8833, 'Longitude': 81.0408}"
Uttar Pradesh,"{'Latitude': 27.4914, 'Longitude': 80.999}"
Uttar Pradesh,"{'Latitude': 26.0169, 'Longitude': 79.6897}"
Uttar Pradesh,"{'Latitude': 27.1999, 'Longitude': 80.3712}"
Uttar Pradesh,"{'Latitude': 26.1559, 'Longitude': 80.8302}"
Uttar Pradesh,"{'Latitude': 26.4851, 'Longitude': 81.5608}"
Uttar Pradesh,"{'Latitude': 27.2011, 'Longitude': 81.3338}"
Uttar Pradesh,"{'Latitude': 26.8556, 'Longitude': 80.9758}"
Uttar Pradesh,"{'Latitude': 25.7209, 'Longitude': 81.5113}"
Uttar Pradesh,"{'Latitude': 27.1707, 'Longitude': 80.6644}"
Uttar Pradesh,"{'Latitude': 27.5713, 'Longitude': 80.7043}"
Uttar Pradesh,"{'Latitude': 26.7577, 'Longitude': 81.7492}"
Uttar Pradesh,"{'Latitude': 25.4713, 'Longitude': 80.3386}"
Uttar Pradesh,"{'Latitude': 26.0545, 'Longitude': 81.2907}"
Uttar Pradesh,"{'Latitude': 25.7588, 'Longitude': 80.8847}"
Uttar Pradesh,"{'Latitude': 24.5733, 'Longitude': 80.8397}"
Uttar Pradesh,"{'Latitude': 25.9142, 'Longitude': 81.0816}"
Uttar Pradesh,"{'Latitude': 27.2809, 'Longitude': 81.1326}"
Uttar Pradesh,"{'Latitude': 26.8168, 'Longitude': 80.8927}"
Uttar Pradesh,"{'Latitude': 25.8141, 'Longitude': 80.5436}"
Uttar Pradesh,"{'Latitude': 26.1537, 'Longitude': 81.8094}"
Uttar Pradesh,"{'Latitude': 26.2886, 'Longitude': 80.277}"
Uttar Pradesh,"{'Latitude': 26.8668, 'Longitude': 81.5731}"
Uttar Pradesh,"{'Latitude': 25.4406, 'Longitude': 81.8166}"
Uttar Pradesh,"{'Latitude': 26.3525, 'Longitude': 79.781}"
Uttar Pradesh,"{'Latitude': 27.6385, 'Longitude': 81.387}"
Uttar Pradesh,"{'Latitude': 26.0356, 'Longitude': 81.4567}"
Uttar Pradesh,"{'Latitude': 26.2063, 'Longitude': 81.6854}"
Uttar Pradesh,"{'Latitude': 26.847, 'Longitude': 80.9467}"
Uttar Pradesh,"{'Latitude': 26.234, 'Longitude': 80.8609}"
Uttar Pradesh,"{'Latitude': 25.6956, 'Longitude': 81.3599}"
Uttar Pradesh,"{'Latitude': 27.8675, 'Longitude': 81.5006}"
Uttar Pradesh,"{'Latitude': 25.1915, 'Longitude': 81.2982}"
Uttar Pradesh,"{'Latitude': 26.0789, 'Longitude': 81.55}"
Uttar Pradesh,"{'Latitude': 25.2991, 'Longitude': 80.8277}"
Uttar Pradesh,"{'Latitude': 27.8613, 'Longitude': 81.5083}"
Uttar Pradesh,"{'Latitude': 26.5382, 'Longitude': 80.4739}"
Uttar Pradesh,"{'Latitude': 26.8718, 'Longitude': 81.0001}"
Uttar Pradesh,"{'Latitude': 26.1634, 'Longitude': 80.9722}"
Uttar Pradesh,"{'Latitude': 25.4777, 'Longitude': 80.3313}"
Uttar Pradesh,"{'Latitude': 26.9687, 'Longitude': 80.9455}"
Uttar Pradesh,"{'Latitude': 25.9469, 'Longitude': 82.005}"
Uttar Pradesh,"{'Latitude': 27.7217, 'Longitude': 81.7261}"
Uttar Pradesh,"{'Latitude': 26.8989, 'Longitude': 81.1844}"
Uttar Pradesh,"{'Latitude': 26.3789, 'Longitude': 79.9536}"
Uttar Pradesh,"{'Latitude': 25.6832, 'Longitude': 81.0543}"
Uttar Pradesh,"{'Latitude': 27.2318, 'Longitude': 80.2959}"
Uttar Pradesh,"{'Latitude': 26.3454, 'Longitude': 79.9686}"
Uttar Pradesh,"{'Latitude': 25.2969, 'Longitude': 81.8473}"
Uttar Pradesh,"{'Latitude': 26.9108, 'Longitude': 81.3509}"
Uttar Pradesh,"{'Latitude': 25.4747, 'Longitude': 81.8546}"
Uttar Pradesh,"{'Latitude': 23.3488, 'Longitude': 80.8486}"
Uttar Pradesh,"{'Latitude': 25.5394, 'Longitude': 79.5345}"
